body,title,url
"['La expresidente, Jeanine Añez envió una carta manuscrita al secretario Ejecutivo de la Organización de Estados Americanos, Luis Almagro, en la cual solicita su intervención y el de la comunidad internacional para conocer la realidad que viven los presos políticos en Bolivia ante un sistema judicial “prostituido”.', 'La expresidente hizo referencia a la muerte con una sorprendente naturalidad, reportó el diario El Deber.', '“Seguramente, mis carceleros quieren que muera en esta cárcel desde la que hoy le escribo y a veces pienso que es la mejor solución”, se lee en la misiva de Añez.', 'Sin embargo, pese a mencionar la posibilidad de la muerte como salida a su encierro, también aseveró que eso “no arreglará el tema de fondo, que en Bolivia es la justicia que no vale ni arregla sino divide y arruina”.', 'Asimismo, revela que ella pierde las esperanzas de que exista una justicia verdadera para componer “las grietas que hoy existen”.', 'Invitó a Almagro y por su intermediación a la comunidad internacional, para que lleguen a Bolivia para ver lo que sucede con la justicia y los “presos políticos”.', '“Busca un futuro viable para un país totalmente destruido judicialmente, (…) el Poder Judicial está prostituido al gobierno de turno”, señala.', 'Califica como “proxenetas del poder” a los referentes del Movimiento Al Socialismo (MAS) encabezados por Luis Arce Catacora y Evo Morales junto a toda la “élite masista”.', 'También recuerda que fungió como presidente constitucional del país:', '“Aunque un mentiroso y vil ser humano como Evo Morales y sus sirvientes digan lo contrario”, añadió.', 'Finalmente, recalcó su condición de mujer y su incursión en la política. La suma de estos dos factores “es casi una maldición” en Bolivia, “ya que el poder nos ultraja y nos usa para sus fines personales”.', 'La carta se difundió con motivo de la visita de Carolina Ribera, hija de la exmandataria, a Estados Unidos.', 'Ribera viajó a Estados Unidos para reunirse con representantes de organismos internacionales y defensores de derechos humanos para exponer la situación que vive su madre. Esta visita fue criticada por autoridades del MAS, señalando que “solo fue a mentir”.', 'Añez cumplirá 6 meses en prisión y hace unas semanas se debate su salud mental por el encierro que padece.', '/JDLF/']",Añez a Almagro: “A veces pienso que (morirme) es la mejor solución”,https://lapatria.bo/2021/09/09/anez-a-almagro-a-veces-pienso-que-morirme-es-la-mejor-solucion/
"['Se aprehendió este jueves a María Lourdes Doria Medina, hermana del líder de Unidad Nacional (UN), Samuel Doria Medina, en el aeropuerto de Viru-Viru en Santa Cruz y está siendo trasladada al departamento de La Paz vía aérea, informó el director nacional de la Fuerza Especial de Lucha Contra el Crimen (Felcc), Alberto Aguilar.', 'El director nacional de la Felcc, aseveró que la orden de aprehensión se vincula a la empresa Akapana SA, que supuestamente fue creada por Doria Medina para la venta de la empresa de cemento Soboce.', '“Personal de la Felcc de Santa Cruz ha dado cumplimiento a una orden de aprehensión en contra de la señora María Lourdes Doria Medina por los delitos de enriquecimiento ilícito de particulares con afectación al Estado y legitimación de ganancias ilícitas”, sostuvo Aguilar, según el reporte de Unitel.', 'La autoridad policial señaló que de acuerdo a las investigaciones que llevaron adelante, la aprehendida pretendía salir del país rumbo a Estados Unidos (EE.UU.), sin embargo, pesaba en su contra una alerta migratoria.', 'Aguilar explicó que Doria Medina “debía” brindar su declaración informativa respecto a un caso que se remonta a 2018 y como no asistió ante el Ministerio Público se ordenó su aprehensión, reportó Oxígeno.', 'La familia Doria Medina aseguró que no existía en contra de María ningún mandamiento de aprehensión, es más señalaron que ella se presentó a la Fiscalía en tres oportunidades para prestar sus declaraciones.', 'Samuel Doria Medina aún no se ha pronunciado sobre el tema y su equipo de trabajo comunicó que el empresario no se encuentra en estos momentos en el país, según reportó la red televisiva Unitel.', '/RXVCH/']",Aprehenden a la hermana de Samuel Doria Medina en el aeropuerto de Santa Cruz,https://lapatria.bo/2021/09/09/aprehenden-a-la-hermana-de-samuel-doria-medina-en-el-aeropuerto-de-santa-cruz/
"['La postulación de la expresidente Jeanine Añez al Premio Sájarov fue oficializada este jueves por el grupo de reformistas y conservadores de la Eurocámara. Asimismo, el premio es otorgado por el Parlamento Europeo en reconocimiento de la Libertad de Conciencia.', 'El legislador europeo Hermann Tertsch impulsó las gestiones para la nominación de la exmandataria, reportó el diario Página Siete.', 'Tertsch señaló que la postulación se constituye en una respuesta al Gobierno del Presidente Luis Arce, debido a que no atendió una resolución del Parlamento Europeo, la cual pedía la libertad de la exmandataria y los presos políticos, además de garantizar un debido proceso.', '“Esta postulación es un éxito que pone en la mira al régimen de Luis Arce, pone ante los ojos de la comunidad internacional el trato inhumano que está dando a Jeanine Añez, quien hizo una transición impecable, pero fue detenida y mantenida ilegalmente en la cárcel. Esperamos que Jeanine Añez sea nombrada”, señaló Tertsch a Página Siete.', 'Anunció que con su grupo político en el Parlamento Europeo, realizarán todo lo posible para conseguir el apoyo de otros grupos parlamentarios y así Añez reciba el reconocimiento.', 'El parlamentario europeo indicó que el estado de salud de la exmandataria está deteriorado a consecuencia de que es una presa política. De la misma manera destacó que Añez ayudó a evitar que la convulsión social empeore en 2019.', 'El Premio Sájarov a la Libertad de Conciencia, concedido por primera vez en 1988 a Nelson Mandela y Anatoli Marchenko, es el máximo homenaje rendido por la Unión Europea a la labor en el ámbito de los derechos humanos.', '“Es la expresión del reconocimiento a personas, grupos y organizaciones por su contribución extraordinaria a la protección de la libertad de conciencia”, señalaron desde el Parlamento Europeo en su página web.', '/RMMP/']",Añez es nominada al Premio Sájarov a la Libertad de Conciencia,https://lapatria.bo/2021/09/09/anez-es-nominada-al-premio-sajarov-a-la-libertad-de-conciencia/
"['Para no perjudicar el comercio exterior y llegar a un acuerdo sobre un plazo de tres a seis meses sobre las tarifas en el puerto chileno, el Gobierno apeló este jueves a la racionalidad de la Empresa Portuaria de Arica (EPA).', 'El ministro de Economía y Finanzas Públicas, Marcelo Montenegro, señaló que el país, mediante la Administración de Servicios Portuarios Bolivia (ASP-B), tiene la intención de continuar con el diálogo.', '“Nosotros estamos apelando a la racionalidad y a un criterio amplio que tenga la EPA para poder sentarnos a buscar un espacio de análisis entre tres a seis meses para que podamos establecer ahí un cabal y detallado examen de la estructura de la propuesta y de las tarifas como tal”, aseveró Montenegro.', 'Asimismo, recordó que el 5 de agosto de 2021 terminó el acuerdo vigente de tarifas en el puerto de Arica, sin embargo desde abril la ASP-B solicitó en varias reuniones analizar este tema, lo cual fue pospuesto, por razones sanitarias.', '“Nosotros, como país, consideramos que la ASP-B y la EPA pueden sentarse y buscar este marco de acuerdo y no perjudicar las actividades comerciales en el Puerto de Arica”, aseveró el titular de la cartera de Economía.', 'Señaló que la ASP-B estableció un plazo de seis meses para estudiar en profundidad los componentes de la estructura de tarifas y analizar sobre la procedencia del incremento del 53%, que se aplica desde 2019, y cómo se justifica, e insistió que no se puede aceptar un tratamiento tarifario “unilateral”, que intenta aplicar la EPA.', 'Por su parte, el viceministro de Comercio Exterior e Integración, Benjamín Blanco, manifestó que desde la Cancillería mantuvieron una “intensa comunicación” con sus pares de Chile, esperando encontrar una solución al asunto.', '“Esperamos que en este espacio de diálogo que tenemos con Chile, que estamos abordando muchos temas, se pueda encontrar una solución puntual para el comercio exterior boliviano”, señaló Blanco.', 'En tanto, el viceministro de Política Tributaria, Jhonny Morales, insistió que Bolivia tiene la predisposición de dialogar para encontrar una salida al conflicto, reportó la red Erbol.', '/JDLF/']","Para dialogar sobre las tarifas, Gobierno apela a la “racionalidad” de la Empresa Portuaria de Arica",https://lapatria.bo/2021/09/09/para-dialogar-sobre-las-tarifas-gobierno-apela-a-la-racionalidad-de-la-empresa-portuaria-de-arica/
"['La Fiscalía Departamental de Cochabamba abrió procesos penales en contra de ocho policías por la comisión de los supuestos delitos de sedición, instigación pública a delinquir, incumplimiento de deberes y ultraje de símbolos patrios, informó este jueves el viceministro de Régimen Interior y Policía, Nelson Cox.', '“Saludo la determinación legal asumida por nuestra Fiscalía Departamental de Cochabamba para abrir de oficio el proceso penal contra ocho efectivos policiales”, señaló Cox.', 'Asimismo, explicó que esa decisión va acorde al informe de la Fiscalía Policial la cual determinó que los servidores públicos no solo merecen procesos disciplinarios, sino penales por cometer delitos.', 'El viceministro cuestionó que “supuestas organizaciones” de familiares de policías pretendan, bajo actos de presión, impedir y obstaculizar el curso de los juicios penales contra efectivos que usaron la institución del orden para intereses “particulares e irregulares”.', '“Lamento mucho que aparezcan personas, como Guadalupe Cárdenas, convocando a movilizaciones y conflictos bajo el rótulo de embajadora de los Derechos Humanos, cuando no existe, en su trayectoria, ni una sola acción por la cual se pueda merecer semejante denominación”, remarcó.', 'Cox sostuvo que el Ministerio de Gobierno precautelará la seguridad interna del país para que prevalezca la armonía y la paz social.', 'La autoridad aseveró que se exigirá transparencia en los procesos penales de los ocho efectivos policiales que cometieron los delitos y apoyaron al supuesto “golpe de Estado” en noviembre de 2019.', '/RXVCH/']",Determinan procesos penales en contra de ocho policías identificados por motín policial en Cochabamba,https://lapatria.bo/2021/09/09/determinan-procesos-penales-en-contra-de-ocho-policias-identificados-por-motin-policial-en-cochabamba/
"['Matusalén M. L. de 22 y Roberto H. Q. de 34 años, imputados por el feminicidio de Mayerly recibieron detención preventiva y deberán cumplirla en los penales de Chonchocoro y San Pedro, respectivamente.', 'La determinación fue asumida por el Juzgado de Instrucción Anticorrupción de Materia Contra la Violencia Hacia la Mujer.', 'El Ministerio de Justicia y Transparencia Institucional informó que la detención preventiva es de seis meses, mientras se realiza la investigación, reportó la red Erbol.', 'Matusalén era exenamorado de la joven y el otro acusado tenía una relación actual con ella, según indicó la Policía.', 'Las pesquisas comenzaron el 6 de septiembre cuando se encontró partes del cuerpo desmembrado de Mayerly de 18 años, en el bosquecillo de Alto Llojeta del departamento de La Paz.', 'Matusalén confesó el delito e implicó en el mismo a Roberto. Sin embargo, familiares del segundo involucrado negaron la acusación bajo el argumento de que el domingo, día en que se cometió el crimen, estaban junto a él.', 'La fiscal del caso Dubravka Jordán indicó que, además de la declaración de Matusalén, también la hermana de la víctima declaró que Mayerly estaba con Roberto, quien se comunicaba mediante un perfil con otro nombre en Facebook.', 'Ambos fueron imputados como presuntos autores del delito de feminicidio.', '/JDLF/']",Envían a Chonchocoro y San Pedro a los acusados del feminicidio de Mayerly,https://lapatria.bo/2021/09/09/envian-a-chonchocoro-y-san-pedro-a-los-acusados-del-feminicidio-de-mayerly/
"['Un nuevo lote de 370 mil segundas dosis de la vacuna Sputnik V arribará al país la tercera semana de septiembre, anunció el Presidente del Estado, Luis Arce Catacora a través de su cuenta de Twitter.', '“Nuestro Gobierno cumple con el pueblo boliviano, Rusia confirma la priorización de 370 mil segundas dosis de la vacuna Sputnik V para Bolivia, las que serán entregadas la próxima semana”, escribió el mandatario.', 'Agregó que esta cantidad será suficiente para todas las personas que tienen programada su segunda dosis hasta mediados de octubre.', 'De la misma manera pidió a todas las gobernaciones y municipios acelerar el plan de vacunación y recordó que Bolivia tiene actualmente más de seis millones de vacunas disponibles de los diferentes laboratorios.', 'Después de varios retrasos en la entrega del segundo componente de la vacuna rusa, Bolivia recibió 30.000 dosis el 4 de septiembre, las cuales fueron insuficientes para todos los departamentos y terminaron dejando a varias personas sin los inmunizantes.', 'En Santa Cruz se requieren aproximadamente 65.000 segundas dosis para las personas que fueron vacunadas en agosto. Al departamento cruceño llegaron 9.000 segundas dosis esta semana, provenientes del lote de 30.000 que arribó el sábado a Bolivia.', 'Esas dosis se acabaron en el primer día de su aplicación, es decir, la pasada jornada, reportó el diario El Deber.', '/RMMP/']",Anuncian llegada de un nuevo lote de 370 mil segundas dosis de Sputnik V para la próxima semana,https://lapatria.bo/2021/09/09/anuncian-llegada-de-un-nuevo-lote-de-370-mil-segundas-dosis-de-sputnik-v-para-la-proxima-semana/
"['El cuerpo de una mujer anciana muerta desde hace más de un año, fue momificado en el subterráneo de su domicilio por su hijo de 66 años, quien quería seguir cobrando las ayudas sociales de ella, fue descubierto en la región de Tirol, informó este jueves la Policía de Austria.', 'El cuerpo momificado de la señora fue encontrado este fin de semana en un subterráneo.', '“Las investigaciones revelaron que esta mujer, de 80 años, falleció en junio de 2020 y su hijo, conservó su cuerpo para seguir beneficiándose de las ayudas”, explicaron las fuerzas de seguridad en un comunicado.', 'El sospechoso, que vivía con su madre cerca de Innsbruck (Austria), reconoció durante su aprehensión que congeló el cuerpo para asegurarse que no oliera a muerto y luego absorbió los fluidos corporales con vendas.', 'Después cubrió el cuerpo con arena para gatos y finalmente el cadáver quedó momificado, detalló jefe de la unidad policial especializada en fraudes en prestaciones sociales, Helmut Cufler en contacto con la cadena de televisión pública ORF.', 'Cuando su hermano visitaba el domicilio y le preguntaba por su madre, que sufría demencia antes de fallecer, el sospechoso le respondía que su progenitora se encontraba en el hospital.', 'Las ayudas se percibían a través de un cheque postal y cuando un nuevo cartero pidió ver a la beneficiaria, su hijo se negó. Esto le hizo sospechar y denunció los hechos.', 'La policía acusa al sospechoso del supuesto delito de fraude de ayudas del Estado y de encubrimiento de un cadáver, reportó el diario Página Siete.', '/RXVCH/']",Un hombre momifica a su madre de 80 años para seguir cobrando ayudas del Estado de Austria,https://lapatria.bo/2021/09/09/un-hombre-momifica-a-su-madre-de-80-anos-para-seguir-cobrando-ayudas-del-estado-de-austria/
"['Una nueva estrategia de vigilancia epidemiológica para detectar casos de coronavirus con visitas a los barrios y mercados del país será lanzada en próximos días por el Ministerio de Salud y Deportes.', '“Tenemos que ir hacia las casas, barrios, mercados e identificar a las personas que no están vacunadas para orientarlos en cuanto a la necesidad de la vacunación, hacerles la prueba de antígeno nasal, dar tratamiento precoz para evitar que estas personas sigan infectando”, afirmó el ministro de Salud, Jeyson Auza.', 'La estrategia será presentada en próximos días para evitar que, ante una posible cuarta “ola” de la pandemia, los centros de salud se encuentren colapsados de personas que busquen atención médica.', 'Asimismo, detalló que el propósito del nuevo plan será destinado a los lugares donde la vacunación no alcanzó los niveles acertados, como lo ocurrido en la ciudad de El Alto donde se reforzó el plan de vacunación y la visita a los barrios.', '“Vamos nosotros a identificar los municipios, distritos y zonas donde tengan una mayor cantidad de casos vamos a intervenir, para eso tenemos las brigadas que ya han recibido la capacitación correspondiente y estamos listos para lanzar la estrategia en próximos días”, señaló Auza en contacto con la red Erbol.', 'Según la cartera de Salud, en el país, un total de 7.180.428 de personas, mayores de 18 años de edad son la población vacunable.', 'Hasta la pasada jornada, 3.294.119 personas recibieron la primera dosis de la vacuna contra el coronavirus y 2.922.457 la segunda.', '/JDLF/']",Salud: Alistan estrategia para detectar casos de coronavirus “casa por casa”,https://lapatria.bo/2021/09/09/salud-alistan-estrategia-para-detectar-casos-de-coronavirus-casa-por-casa/
"['Algunas unidades facultativas de la Universidad Técnica de Oruro (UTO), vivirán sus jornadas electorales en septiembre, las primeras están previstas para el viernes; además se tiene previsto para este mes, los comicios de la Federación Universitaria Local (FUL).', 'Para el viernes se tiene previsto las elecciones de autoridades de las carreras de Derecho y Antropología. Para la actividad se coordina las medidas de bioseguridad en los recintos previstos.', '“El viernes se tiene las elecciones y ya el jueves la presentación de documentos. Es importante en estas elecciones mantener las medidas de bioseguridad”, informó el presidente del Tribunal Electoral Universitario (TEU), Oscar González.', 'El TEU, prepara luego de la jornada del viernes, la elección de la Federación Universitaria Local (FUL), que está programada para el 24 de septiembre, siendo una de las que requieren mayor rigurosidad por la cantidad de estudiantes previstos para la votación.', '“De acuerdo a normas tenemos la agenda para el foro debate y presentación de propuestas del plan de trabajo. Si bien hay un descenso no hay que bajar la guardia. En los recintos calculamos que será como para la elección de autoridades universitarias y estamos planificando con cuatro recintos”, añadió.', 'Para la elección de la FUL, se proyectan al menos 20 mil votantes que corresponden al número aproximado de estudiantes dentro de las unidades facultativas.', 'La Facultad de Arquitectura y Urbanismo, por otra parte, tiene previstas sus elecciones para el 30 de septiembre.']",Septiembre tendrá intensa actividad electoral en la UTO,https://lapatria.bo/2021/09/09/septiembre-tendra-intensa-actividad-electoral-en-la-uto/
