body,date,title,url
"['La senadora del Movimiento Al Socialismo (MAS) Virginia Velasco informó que en su bancada están a la espera de la convocatoria a sesión plenaria de la Asamblea Legislativa Plurinacional (ALP) para formar una Comisión Mixta y trabajar en el proceso de preselección de candidatos para la Defensoría del Pueblo por tiempo y materia.', '“La legislatura pasada se ha aprobado un reglamento y sobre eso puede ser que se ajuste algunos requisitos para sacar la convocatoria y que se conforme una comisión mixta entre las cámaras de Senadores y Diputados, vamos a ver si habrá requisitos que se tienen que ampliar o no, con eso vamos a trabajar para la designación del nuevo Defensor del Pueblo”, explicó.', 'Velasco agregó que esperan que el presidente nato de la Asamblea Legislativa Plurinacional, el vicepresidente David Choquehuanca, convoque a sesión para que se ponga en agenda la elección del nuevo titular de la Defensoría del Pueblo y trabajar por tiempo y materia.', 'Actualmente la Defensoría del Pueblo está bajo la conducción de Nadia Cruz.', '“Esperamos que la Asamblea convoque y nosotros trabajamos por tiempo y materia la convocatoria, el reglamento, los requisitos, las incompatibilidades, entre otros”, sostuvo.', 'Desde Comunidad Ciudadana, el senador Santiago Ticona presentó ante la Sala Constitucional Primera de La Paz una acción de cumplimiento con el objetivo de que el Legislativo considere la elección del nuevo Defensor del Pueblo. Se exhortó la viabilización del pedido en los próximos meses.', 'Desde el Movimiento Al Socialismo (MAS) señalan que existen reglamentos en el Legislativo que se deben cumplir para considerar proyectos de ley o como en este caso, la elección del nuevo titular de la Defensoría del Pueblo.']", / 16 de septiembre de 2021,"En el MAS esperan convocatoria para elegir al Defensor del Pueblo, anuncian trabajo por tiempo y materia",https://www.la-razon.com/nacional/2021/09/16/en-el-mas-esperan-convocatoria-para-elegir-al-defensor-del-pueblo-anuncian-trabajo-por-tiempo-y-materia/
"['La comisión de fiscales que investiga el caso golpe de Estado presentará en los próximos días un nuevo cronograma de convocatoria a testigos y sindicados, entre los que no se descarta esté el excívico y gobernador de Santa Cruz, Luis Fernando Camacho, como exige la demandante, la exdiputada del MAS Lidia Patty.', 'La información la proporcionó el fiscal Departamental de La Paz, William Alave, quien, sin embargo, aclaró que “no creemos que sobre la testificación de una persona (como Camacho) pueda centrarse todo el ámbito de la investigación”.', 'Patty exigió a la Fiscalía la convocatoria a declarar a Camacho, principal acusado en la denuncia presentada para que se esclarezca e identifique a todos los participantes en los hechos de 2019 que derivaron en la dimisión del expresidente Evo Morales.', 'Alave informó que hubo una reunión con la exdiputada Patty y se “recibió todas sus inquietudes y se le ha explicado” los procedimientos en curso.', 'Camacho dijo el miércoles estar dispuesto a declarar y dar su versión sobre lo que pasó en la crisis política y social de 2019. “Quienes estuvieron en esa lucha de 21 días nos sintamos orgullosos de haber agarrado esa hermosa bandera de unidad, de libertad, de democracia y de saber que no nos vamos a esconder, que vamos a declarar”, sostuvo.', 'Camacho lideró en 2019 el movimiento cívico que denunciaba fraude electoral en las elecciones de octubre de ese año. Posterior a la crisis reveló que su padre acordó con militares y policías que dejen de respaldar al gobierno de Morales.', 'Es jefe de Creemos y postuló a la Presidencia, salió en tercer lugar. Luego se postuló a la gobernación cruceña y ganó.', 'La expresidenta Jeanine Áñez, dos exministros y exjefes de las Fuerzas Armadas están en la cárcel por el caso golpe de Estado. Se amplió otra causa contra Áñez por la toma de la presidencia del Senado sin cumplir con las normas y el Reglamento de Debates.']", / 16 de septiembre de 2021,La Fiscalía no descarta citación a Camacho en nueva lista de convocatoria a testigos y sindicados,https://www.la-razon.com/nacional/2021/09/16/la-fiscalia-no-descarta-citacion-a-camacho-en-nueva-lista-de-convocatoria-a-testigos-y-sindicados/
"['La Defensoría del Pueblo negó este jueves haber presentado una denuncia por el supuesto delito de discriminación contra los exministros de la Presidencia Yerko Núñez y de Obras Públicas y ahora alcalde de La Paz, Iván Arias, como hizo figurar la Fiscalía en una citación a las exautoridades.', 'En una nota institucional, la institución explicó que no es parte procesal en ese caso y que “es un proceso iniciado de oficio por el Ministerio Público”. Atribuyó a una confusión el hecho que la Fiscalía la cite en la denuncia.', 'La semana pasada, la Fiscalía citó a declarar a Núñez, denunciado por el supuesto delito de discriminación.', 'En 2020 emitió un informe sobre supuestas vulneraciones a derechos de exfuncionarios de la empresa estatal Mi Teleférico, entre ellos César Dockweiler, sin embargo no recomendó ningún proceso penal por discriminación. Quizá a este hecho se debe la “confusión”, se sostiene.', 'La Defensoría del Pueblo “se relaciona con la administración de justicia de diferentes formas, pero el límite de su accionar es la independencia y la autonomía jurisdiccional”, se agrega en el comunicado.', 'La citación del fiscal Omar Yujra explica que la investigación del supuesto acto de discriminación se realiza a instancias de Nadia Cruz, actual Defensora del Pueblo.']", / 16 de septiembre de 2021,Defensoría niega haber presentado denuncia por discriminación contra Yerko Núñez e Iván Arias,https://www.la-razon.com/nacional/2021/09/16/defensoria-niega-haber-presentado-denuncia-por-discriminacion-contra-yerko-nunez-e-ivan-arias/
"['El mayor de la Policía Jhamil Jhasmany Sandy Gonzales fue sancionado con la baja definitiva de la institución por su participación en el motín policial de 2019 en la ciudad de Cochabamba y haber retirado de su uniforme la wiphala. Con este uniformado suman tres los sancionados con baja definitiva, en primera instancia, como resultado de un proceso disciplinario.', 'Sandy Gonzales fue sancionado por incurrir en faltas graves: “Instigar o liderar motines, huelgas, suspensión o interrupción del servicio, como actos de protestas o medidas de presión” e “incurrir en actos públicos, deshonrando los símbolos nacionales, la institución o el uniforme policial”.', '“Imponiéndose en consecuencia la máxima sanción prevista en el artículo 14 de la Ley 101, es decir: Baja definitiva de la institución sin derecho a reincorporación”, establece la resolución del Tribunal Disciplinario Departamental. El uniformado tiene la opción de apelar en la instancia nacional.', ' ', 'El proceso fue abierto a denuncia del viceministro de Descolonización Despatriarcalización, Pelagio Condori. La autoridad denunció a 26 uniformados por haber participado en el motín policial de 2019.', 'En Cochabamba empezó el motín que en noviembre de 2019 agravó una crisis derivada de la protesta cívica denunciando fraude electoral y exigiendo la renuncia del expresidente Evo Morales. A ese panorama se sumó la “sugerencia” de los altos mandos de las Fuerzas Armadas de renuncia de Morales.', 'El capitán Marcelo Gutiérrez y el coronel Nelson Flores Claros también fueron dado de baja en Cochabamba por su participación en el motín.']", / 16 de septiembre de 2021,Dan de baja al tercer jefe policial en Cochabamba por el motín policial de 2019,https://www.la-razon.com/nacional/2021/09/16/dan-de-baja-al-tercer-jefe-policial-en-cochabamba-por-el-motin-policial-de-2019/
"['El alcalde de Cochabamba, Manfred Reyes Villa, perdió un recurso legal interpuesto contra una sentencia por corrupción y se abrió el debate sobre su futuro legal y como autoridad. Desde el Tribunal Supremo Electoral (TSE) se habla de la posibilidad de convocar a una nueva elección en Cochabamba para elegir a un alcalde de ejecutoriarse la sentencia.', 'El también exprefecto Reyes Villa fue sentenciado en primera instancia en 2013 a cinco años de cárcel por el caso denominado “Sillar Alternativo”, una obra en la que se detectaron irregularidades. Recurrió a recursos legales para evitar sea ejecutoriada la sentencia y recientemente el Tribunal Supremo de Justicia (TSJ) rechazó un recurso.', 'La Gobernación de Cochabamba es parte en este caso y fue notificada con la inadmisibilidad del recurso, lo que podría dar paso a la condena ejecutoriada y cumplimiento. La directora de Asuntos Jurídicos, Patricia Sánchez, explicó que la Justicia deberá pronunciarse en breve sobre la situación jurídica de Reyes Villa, actual alcalde.', 'Para el presidente del TSE, Óscar Hassenteufel, el Concejo Municipal de Cochabamba debe tomar una decisión sobre la situación de Reyes Villa de ejecutoriarse la sentencia en su contra, sin embargo, anunció que se podría convocar a una nueva elección para elegir a un nuevo alcalde.', '“Dado que no ha transcurrido la mitad de su periodo (de mandato) probablemente debamos llevar adelante, si el caso amerita, un nuevo proceso electoral”, anticipó.', 'Según el artículo 12 de la Ley de Gobiernos Autónomo Regionales, el alcalde pierde su mandato en caso de “sentencia condenatoria ejecutoriada en materia penal”.', 'El caso Sillar Alternativo data de 2009 y en 2013 se dictó la sentencia condenatoria por el delito de conducta antieconómica.', 'En la gestión del exprefecto la Prefectura de Cochabamba y el Servicio Nacional de Caminos suscribieron un acuerdo interinstitucional 2006 para la presentación de un estudio a diseño final, como alternativa de solución al problema del tramo «El Sillar» de la carretera Cochabamba – Santa Cruz.', 'Se dispuso Bs 1.615.000 para la contratación de consultorías individuales, cuando el proyecto obedecía a la contratación de consultoría multidisciplinaria y no tomó en cuenta que ese trazo atravesaba el Parque Nacional Carrasco, situación que evitó la obtención de la ficha ambiental.']", / 16 de septiembre de 2021,En el TSE abren posibilidad de nueva elección en Cochabamba de ejecutoriarse sentencia contra Reyes Villa,https://www.la-razon.com/nacional/2021/09/16/en-el-tse-abren-posibilidad-de-nueva-eleccion-en-cochabamba-de-ejecutoriarse-sentencia-contra-reyes-villa/
"['La ministra de la Presidencia, María Nela Prada, informó este jueves que el 17 de septiembre el presidente Luis Arce viajará a México para asistir a la VI Cumbre de la Comunidad de Estados Latinoamericanos y Caribeños (Celac) y el 22 de septiembre volverá a viajar, pero esta vez a Estados Unidos para participar de la Asamblea General de las Naciones Unidas.', 'Prada, en una conferencia de prensa, precisó que el mandatario, inicialmente, dejará el país en horas de la noche del viernes y su anunciada visita oficial a la ciudad de México, para participar de la cumbre de la Celac, también incluye reuniones bilaterales.', 'El 18 de septiembre se realizará la cumbre en la que se tratará temas referidos a la pandemia, a la creación de una agencia espacial latinoamericana y caribeña, la conformación de un fondo de desastres naturales para enfrentar los efectos de la crisis climática y asimismo la posible sustitución de la Organización de Estados Americanos (OEA) a sugerencia del Gobierno mexicano.', ' ', '“En ese sentido (se buscará) avanzar en la conformación de instancias como la creación de un organismo que sustituya a la OEA para que sea realmente plural e inclusivo (…) y donde se garantice la democracia de los pueblos y no los intereses que se imponen y se instrumentalizan a través de algunas personas como el secretario general de la OEA (Luis Almagro)” ratificó.', 'La ministra agregó que el Jefe del Estado retornará a Bolivia el domingo 19 de septiembre y el miércoles 22 viajará a Nueva York, Estados Unidos, para participar de la Asamblea General de las Naciones Unidas.', '“El Presidente hablará en la Asamblea General (…) el día 23 de septiembre a las 15.00 hora boliviana (…) sobre temas que hacen a la pandemia, a la economía, el respecto de los derechos humanos, la democracia intercultural y varios otros temas”, anticipó.', 'Además, según la ministra, el 23 y 24 de septiembre, Arce también sostendrá encuentros bilaterales y retornará al país el 25 de septiembre.', 'Mientras, “el vicepresidente David Choquehuanca (…) asumirá las responsabilidades de presidente en ejercicio y cumplirá con los actos protocolares agendados para esas fechas, entre los que se encuentran los organizados por el aniversario de Santa Cruz”, apuntó.']", / 16 de septiembre de 2021,Luis Arce viajará el viernes a México y el miércoles a Estados Unidos,https://www.la-razon.com/nacional/2021/09/16/luis-arce-viajara-el-viernes-a-mexico-y-el-miercoles-a-estados-unidos/
"['El ministro de Gobierno, Eduardo del Castillo, del que depende la lucha contra el narcotráfico en el país, rechazó el informe de Estados Unidos sobre la materia y cuestionó que ese país tenga derecho a realizar informes “unilaterales” sobre otros Estados.', '“Esto no le da derecho a ningún país a elaborar un informe de manera unilateral, muy alejado de la realidad boliviana”, dijo la autoridad en referencia a la descalificación de Estados Unidos a la lucha contra el narcotráfico en Bolivia.', 'A través de un memorándum dirigido al Secretario de Estado, el presidente de Estados Unidos, Joe Biden, consideró que Bolivia no realizó “esfuerzos sustanciales” en la lucha contra el narcotráfico y sugirió al Gobierno “reducir el cultivo ilícito de coca que continúa excediendo los límites legales”.', 'Del Castillo, en la misma posición de la Cancillería de Bolivia, que calificó de “sesgado” el documento de Estados Unidos y que éste es uno de los países más consumidores de droga, insistió en que aquel país no tiene moral para calificar la lucha local contra el narcotráfico.', 'El “sesgado documento” publicado por la Casa Blanca “no valora los resultados obtenidos mediante metodologías propias basadas en evidencia y en colaboración con la UNODC (Oficina de las Naciones Unidas contra la Droga y el Delito) y la UE (Unión Europea)”, dijo la Cancillería.', 'Del Castillo, al contrario, dijo que los bolivianos “saben lo que ha sucedido en la gestión 2019-2020: aquí hubo un golpe de Estado y una desorganización de todo el Estado”.', 'Recordó que hace 15 días la UNODC presentó un informe contrario al criterio de Estados Unidos. El informe del organismo demostró que “la tasa de reducción más baja en los últimos 10 años” debido a que solo se habían erradicado 2.177 hectáreas durante la gestión 2020. “En la gestión 2021 se erradicaron 6.040 hectáreas, lo que demuestra que estamos yendo a buen ritmo para alcanzar las metas”, dijo.', 'Cuestionó duramente al gobierno transitorio de Jeanine Áñez, al que calificó de “un gobierno ligado al narcotráfico”. Dijo que éste favoreció a “peces gordos del narcotráfico” y evitó su extradición, además de “ocultar” droga.', 'Del Castillo anunció que el Gobierno se propuso este año erradicar 9.000 hectáreas de coca excedentaria.', '“Entre 2019 y 2020 la superficie cultivada con coca registró un incremento de 3.900 hectáreas, de 25.500 a 29.400 hectáreas, que representa un incremento del 15%”, informó en un acto público el 31 de agosto Thierry Rostan, representante en Bolivia de UNODC.', 'La Ley del Régimen de la Coca solo permite 22.000 hectáreas de cultivos de coca.']", / 16 de septiembre de 2021,Del Castillo: EEUU no tiene derecho a elaborar informes unilaterales sobre narcotráfico,https://www.la-razon.com/nacional/2021/09/16/del-castillo-eeuu-no-tiene-derecho-a-elaborar-informes-unilaterales-sobre-narcotrafico/
"['El viceministro de Defensa de los Derechos del Usuario y Consumidor, Jorge Silva, anunció este jueves que durante el proceso de la reforma judicial en Bolivia el Gobierno incluirá el debate sobre la sanción a la negligencia médica en el Código Penal.', '“Es muy preocupante este tema y, lógicamente, vamos a plantear que (se incluya el tema) en este proceso de la reforma judicial, en su cuarto pilar que habla del desarrollo normativo; se pueda analizar nuevamente la recuperación del Código del Sistema Penal”, dijo Silva en una entrevista con ', 'El funcionario recordó que en enero de 2018, por presión del Colegio Médico de Bolivia que sumó el apoyo de varios otros actores políticos, fue abolido el artículo referido a la mala práctica médica.', 'Se logró “sacar el delito de la negligencia médica bajo el pretexto de que ellos no son delincuentes y, por lo tanto, ‘no pueden estar dentro del Código Penal; que el Código es solamente para los delincuentes (…)’, pero es importante volver a tocar el tema debido a una realidad lacerante que viven” muchas víctimas de negligencia, ratificó.\xa0', 'De acuerdo con los datos del viceministro Silva, existen al menos 500 casos de negligencia médica que se produjeron en los últimos años en el país y muchas de las víctimas han quedado en estado vegetativo y otras perdieron la vida.', 'Ahora, una asociación que representa a las víctimas de negligencia médica emprende una serie de acciones en búsqueda de justicia y el miércoles logró reunirse con las autoridades.', '\xa0“Ayer nos hemos reunido con estas personas y los testimonios que hemos recibido y hemos visto, porque nos han visitado también personas en estado vegetativo (sic), son realmente lacerantes, porque uno no entiende cómo es posible que entren a un establecimiento de salud (…) caminando, tranquilos, y de pronto queden en estado vegetativo o pierdan la vida”, afirmó Silva.', 'Pero, según remarcó la autoridad gubernamental, la negligencia médica no está tipificada como tal en el actual Código Penal y ese tipo de prácticas solo es considerado como lesiones leves, graves o como un homicidio culposo.', '“Por lo tanto, no hay un médico que haya asumido su responsabilidad, porque además tienen un colegio que los defiende, que tiene mucho poder económico frente a un familiar de un paciente que (queda endeudado) y lógicamente no tiene recursos para contratar abogados ni enfrentarse a un colegio (…) con mucho poder económico”, lamentó.', 'Entonces, de acuerdo a Silva, la población clama y quiere sentirse protegida cuando va a una clínica, a un hospital o a un consultorio.', 'Ahora, “no son todos los médicos que están involucrados en casos de negligencia, pero sí hay varios; tampoco no son todas las clínicas, pero sí hay clínicas, una en especial en Cochabamba, como es la clínica Los Ángeles, y cuyos profesionales propietarios se jactan de ganar todos los juicios que les plantean los familiares de las víctimas de negligencia médica”, señaló.']", / 16 de septiembre de 2021,El Gobierno anuncia el debate sobre negligencia médica en la reforma judicial,https://www.la-razon.com/nacional/2021/09/16/el-gobierno-anuncia-el-debate-sobre-negligencia-medica-en-la-reforma-judicial/
"['La defensa legal de la expresidenta Jeanine Áñez espera que la Comisión Interamericana de Derechos Humanos (CIDH) responda a su solicitud de medidas cautelares en un plazo máximo de 10 días, dijo este jueves Luis Guillén, uno de los abogados de la exmandataria.\xa0', '“Al tratarse justamente de medidas cautelares y de carácter urgente, la defensa espera que en un plazo máximo de 10 días se tenga una respuesta (porque) en este caso existe una vulneración al derecho a la vida y al derecho a la integridad personal de una (privada de libertad con) daño físico, daño psíquico y daños morales”, dijo el jurista en una entrevista con La Razón Radio.', 'La expresidenta está detenida de manera preventiva desde marzo por el caso Golpe de Estado y el 21 de agosto intentó quitarse la vida en la cárcel de Miraflores, por lo que diversos sectores del país e incluso del exterior se pronunciaron preocupados por su estado.', 'Mientras su defensa acudió a la CIDH para que le otorgue medidas cautelares con el fin de salvaguardar su salud, porque, según Guillen, lo que se busca es que “ella pueda acceder a un tratamiento adecuado de forma inmediata” después de que su condición física se deterioró en los seis meses de detención.', '“En este caso, es un descuido del Estado, que es garante de la salud de cualquier persona detenida, y no ha logrado, en seis meses, restablecer su salud, de volverla a su condición original, lo cual significa que no se la dio el tratamiento adecuado, (además) un tratamiento médico no puede ser eterno, no puede dudar seis meses y seguir comunicando que la salud de ella es estable”, enfatizó.', 'El 31 de agosto, la CIDH envió una nota al ministro de Relaciones Exteriores de Bolivia, Rogelio Mayta, en la que le solicitó información sobre Áñez y también sobre su hija Carolina Ribera.', ' y pidió que se declare inadmisible el requerimiento de medidas cautelares.']", / 16 de septiembre de 2021,La defensa de Áñez espera que la CIDH responda en 10 días a su solicitud de cautelares,https://www.la-razon.com/nacional/2021/09/16/la-defensa-de-anez-espera-que-la-cidh-responda-en-10-dias-a-su-solicitud-de-cautelares/
"['La Cancillería de Bolivia rechazó el “unilateral” y “sesgado” informe de Estados Unidos que “aplazó” al país en la lucha antidrogas, y denunció una manipulación de datos para objetar la política de erradicación de cocales ilegales. Además, aclaró que el aumento de cultivos en 2020 se produjo en el gobierno transitorio de Jeanine Áñez.', 'El miércoles, el Gobierno de Estados Unidos incorporó nuevamente a Bolivia en la lista de naciones que no realizaron “esfuerzos sustanciales” en la lucha contra el narcotráfico en los últimos 12 meses y alentó a la administración del presidente Luis Arce a “salvaguardar los mercados lícitos de coca” y “reducir el cultivo ilícito”.', 'Al respecto, mediante un comunicado, la Cancillería señaló este jueves que Estados Unidos, “el país con mayores índices de consumo de drogas ilícitas en el mundo, publica arbitrariamente un informe unilateral que carece de legitimidad y de autoridad moral. Bolivia rechaza enfáticamente el sesgado documento publicado por la Casa Blanca, que no valora los resultados obtenidos mediante metodologías propias basadas en evidencia y en colaboración con la UNODC (Oficina de las Naciones Unidas contra la Droga y el Delito) y la UE (Unión Europea), informes que son reconocidos por organismos multilaterales, que hacen un análisis equilibrado”.', '“En Bolivia, aliento al gobierno a tomar medidas adicionales para salvaguardar los mercados lícitos de coca del país de la explotación criminal y reducir el cultivo ilícito de coca que continúa excediendo los límites legales de las leyes nacionales de Bolivia para usos medicinales y tradicionales”, indica el memorándum elaborado por la presidencia de Joe Biden.', 'De acuerdo con el último informe de la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC por su sigla en inglés), entre 2019 y 2020 la superficie cultivada de coca en territorio boliviano registró un incremento de 3.900 hectáreas, es decir de 25.500 a 29.400, lo que representa un incremento del 15%.', 'Sobre el tema, la Cancillería indica que “el aumento en el cultivo de coca se ha producido durante el año 2020 de acuerdo los reportes de la UNODC, mientras Bolivia estaba conducida por un régimen de facto, donde ha existido un deterioro en las políticas soberanas de lucha y erradicación de drogas ilícitas. Desde que se ha recuperado la democracia, retomando la política nacional con soberanía y respeto a los DDHH (Derechos Humanos), que evita la violencia en las tareas de erradicación de las plantaciones de coca excedentaria. Bolivia viene trabajando decididamente en una lucha frontal contra el narcotráfico”.', 'Por último, denuncia “la manipulación de los datos que pretenden minimizar las políticas de erradicación propias ampliamente destacadas en espacios internacionales”.']", / 16 de septiembre de 2021,El Gobierno rechaza el informe antidroga de EEUU y denuncia que manipula datos,https://www.la-razon.com/nacional/2021/09/16/el-gobierno-rechaza-el-informe-antidroga-de-eeuu-y-denuncia-que-manipula-datos/
